Date,Open,High,Low,Close,Adj Close,Volume
2023-06-19,83.464996,84.497498,83.464996,83.464996,83.464996,0
2023-06-20,83.815002,84.897003,83.445000,83.815002,83.815002,0
2023-06-21,83.815002,84.849503,83.802002,84.713997,84.713997,0
2023-06-22,83.614998,84.065002,82.482498,83.614998,83.614998,0
2023-06-23,80.949997,84.873497,80.949997,80.949997,80.949997,0
2023-06-26,83.614998,86.974998,83.614998,83.614998,83.614998,0
2023-06-27,84.375000,85.555000,84.375000,84.375000,84.375000,0
2023-06-28,85.339996,86.839996,84.764000,85.339996,85.339996,0
2023-06-29,85.855003,87.714996,85.855003,85.855003,85.855003,0
2023-06-30,86.824997,89.764999,86.824997,86.824997,86.824997,0
2023-07-03,87.915001,89.911003,87.915001,87.915001,87.915001,0
2023-07-04,89.470001,90.114998,88.224998,89.470001,89.470001,0
2023-07-05,90.964996,91.153000,89.072502,89.964996,89.964996,0
2023-07-06,91.214996,94.535004,90.214996,91.214996,91.214996,0
2023-07-07,91.214996,92.373497,91.068497,91.214996,91.214996,0
2023-07-10,91.224998,92.028999,90.502998,91.224998,91.224998,0
2023-07-11,90.514999,90.940002,89.732498,90.514999,90.514999,0
2023-07-12,90.464996,90.944504,89.911003,90.464996,90.464996,0
2023-07-13,90.464996,91.341003,89.563499,90.464996,90.464996,0
2023-07-14,90.095001,90.569000,89.595001,90.095001,90.095001,0
2023-07-17,90.214996,90.850998,89.714996,90.214996,90.214996,0
2023-07-18,90.570000,91.165001,89.974998,90.570000,90.570000,0
2023-07-19,90.464996,91.650002,90.227501,90.964996,90.964996,0
2023-07-20,91.915001,91.915001,90.220001,91.915001,91.915001,0
2023-07-21,90.065002,91.065002,89.912498,90.065002,90.065002,0
2023-07-24,90.464996,91.022499,89.834999,90.464996,90.464996,0
2023-07-25,90.415001,90.440002,88.927498,90.415001,90.415001,0
2023-07-26,90.165001,90.375000,89.602501,90.165001,90.165001,0
2023-07-27,89.964996,90.764999,89.367500,89.964996,89.964996,0
2023-07-28,90.665001,92.239998,89.772499,90.665001,90.665001,0
2023-07-31,92.025002,92.466499,91.275002,92.025002,92.025002,0
2023-08-01,91.614998,92.196999,91.311501,91.614998,91.614998,0
2023-08-02,92.375000,94.411499,91.952499,92.375000,92.375000,0
2023-08-03,94.014999,94.665001,93.075996,94.014999,94.014999,0
2023-08-04,94.964996,97.360001,94.143501,94.964996,94.964996,0
2023-08-07,95.839996,97.010002,95.188004,95.839996,95.839996,0
2023-08-08,95.714996,97.655998,95.017502,95.714996,95.714996,0
2023-08-09,97.169998,98.356003,95.714996,97.169998,97.169998,0
2023-08-10,96.839996,97.807503,96.302498,96.839996,96.839996,0
2023-08-11,96.989998,99.332001,96.989502,96.989998,96.989998,0
2023-08-14,99.959999,102.345001,98.464996,99.959999,99.959999,0
2023-08-15,98.464996,99.539001,95.120003,96.964996,96.964996,0
2023-08-16,98.464996,98.464996,93.151001,98.464996,98.464996,0
2023-08-17,97.315002,97.315002,92.132500,94.463997,94.463997,0
2023-08-18,94.464996,94.464996,92.470001,94.464996,94.464996,0
2023-08-21,95.165001,95.165001,92.651497,95.165001,95.165001,0
2023-08-22,93.464996,94.687500,93.464996,93.464996,93.464996,0
2023-08-23,94.464996,94.918999,93.502502,94.464996,94.464996,0
2023-08-24,93.964996,95.085999,93.964996,94.966003,94.966003,0
2023-08-25,94.464996,95.653999,93.765999,94.464996,94.464996,0
2023-08-28,95.464996,95.879997,94.464996,95.464996,95.464996,0
2023-08-29,94.464996,96.491997,93.410004,94.464996,94.464996,0
2023-08-30,95.389999,97.022003,95.376999,95.389999,95.389999,0
2023-08-31,96.264999,96.734001,95.332001,96.264999,96.264999,0
2023-09-01,95.839996,96.636497,95.665001,95.839996,95.839996,0
2023-09-04,96.370003,97.041496,96.264503,96.370003,96.370003,0
2023-09-05,96.214996,98.108002,96.214996,96.214996,96.214996,0
2023-09-06,96.735001,98.387497,96.735001,96.735001,96.735001,0
2023-09-07,97.764999,98.565002,97.174004,97.764999,97.764999,0
2023-09-08,98.464996,98.464996,97.230003,98.464996,98.464996,0
2023-09-11,97.714996,97.714996,95.182503,97.714996,97.714996,0
2023-09-12,95.014999,95.214996,93.074997,95.014999,95.014999,0
2023-09-13,95.964996,96.542503,94.500000,94.869003,94.869003,0
2023-09-14,95.964996,96.897499,95.613800,95.964996,95.964996,0
2023-09-15,95.464996,97.113503,95.464996,95.464996,95.464996,0
2023-09-18,96.764999,97.127502,95.540001,96.764999,96.764999,0
2023-09-19,95.915001,96.717499,94.894997,95.915001,95.915001,0
2023-09-20,95.964996,97.102501,95.889999,97.466003,97.466003,0
2023-09-21,95.989998,96.615997,95.349998,95.989998,95.989998,0
2023-09-22,95.165001,96.214996,95.165001,96.064003,96.064003,0
2023-09-25,96.264999,96.477501,95.093498,96.264999,96.264999,0
2023-09-26,94.805000,97.464996,94.805000,94.805000,94.805000,0
2023-09-27,95.165001,97.489998,95.164001,96.565002,96.565002,0
2023-09-28,97.035004,97.339996,96.574997,96.070000,96.070000,0
2023-09-29,96.614998,97.964996,95.599998,96.614998,96.614998,0
2023-10-02,97.964996,99.464996,97.699997,97.964996,97.964996,0
2023-10-03,98.764999,100.264999,98.169998,98.764999,98.764999,0
2023-10-04,100.964996,100.964996,98.404999,100.964996,100.964996,0
2023-10-05,99.464996,100.139999,99.167503,99.464996,99.464996,0
2023-10-06,100.089996,101.580002,99.185997,100.089996,100.089996,0
2023-10-09,100.964996,103.004997,98.862503,100.964996,100.964996,0
2023-10-10,99.214996,100.724998,98.616501,99.214996,99.214996,0
2023-10-11,100.264801,100.639999,99.449997,100.264801,100.264801,0
2023-10-12,100.464996,100.464996,95.980003,97.716003,97.716003,0
2023-10-13,97.690002,97.852501,96.197502,97.690002,97.690002,0
2023-10-16,97.665001,98.064003,96.937500,97.665001,97.665001,0
2023-10-17,97.315002,97.739998,96.855003,97.315002,97.315002,0
2023-10-18,97.995003,97.995003,96.986000,97.995003,97.995003,0
2023-10-19,98.074997,98.074997,96.727501,98.074997,98.074997,0
2023-10-20,96.150002,96.992500,95.242500,96.150002,96.150002,0
2023-10-23,95.415001,95.525002,94.139999,95.415001,95.415001,0
2023-10-24,94.464996,94.464996,93.088997,94.464996,94.464996,0
2023-10-25,93.445000,93.740997,92.821503,93.445000,93.445000,0
2023-10-26,93.964996,94.144997,93.089996,93.964996,93.964996,0
2023-10-27,93.614998,95.004501,92.482498,93.614998,93.614998,0
2023-10-30,94.165001,94.254997,92.828003,94.165001,94.165001,0
2023-10-31,92.519997,93.681000,91.562500,92.519997,92.519997,0
2023-11-01,93.290001,93.637497,92.150497,93.290001,93.290001,0
2023-11-02,92.574997,93.329498,92.430000,92.574997,92.574997,0
2023-11-03,93.239998,93.622498,91.914001,93.239998,93.239998,0
2023-11-06,92.254997,92.614998,91.720001,91.695999,91.695999,0
2023-11-07,92.620003,92.864998,91.764999,92.620003,92.620003,0
2023-11-08,92.065002,92.401001,91.714500,92.065002,92.065002,0
2023-11-09,91.815002,92.339500,91.697502,91.815002,91.815002,0
2023-11-10,91.639999,92.376503,91.639999,91.639999,91.639999,0
2023-11-13,92.239998,92.412498,91.371002,92.169998,92.169998,0
2023-11-14,91.879997,91.879997,90.189003,91.879997,91.879997,0
2023-11-15,90.500000,91.182503,88.750000,90.500000,90.500000,0
2023-11-16,89.419998,89.664001,88.526001,89.419998,89.419998,0
2023-11-17,89.315002,90.234001,88.882500,89.315002,89.315002,0
2023-11-20,89.692497,89.974998,87.073997,89.339996,89.339996,0
2023-11-21,88.519997,88.540001,86.716499,88.519997,88.519997,0
2023-11-22,88.209999,88.594498,87.657501,88.209999,88.209999,0
2023-11-23,88.364998,88.744003,87.900002,88.364998,88.364998,0
2023-11-24,88.239998,89.463997,88.110001,88.239998,88.239998,0
2023-11-27,89.264999,89.264999,88.165001,89.245003,89.245003,0
2023-11-28,89.040001,89.616997,88.352501,89.040001,89.040001,0
2023-11-29,88.845001,89.175003,88.190002,88.845001,88.845001,0
2023-11-30,88.665001,90.065002,88.047501,88.665001,88.665001,0
2023-12-01,89.940002,90.714996,88.644997,89.940002,89.940002,0
2023-12-04,91.190002,91.589996,90.375000,91.190002,91.190002,0
2023-12-05,91.464996,92.512497,90.177498,91.464996,91.464996,0
2023-12-06,90.177498,93.279999,90.177498,90.177498,90.177498,0
2023-12-07,92.764999,93.525002,92.135002,92.764999,92.764999,0
2023-12-08,92.400002,92.419998,90.706001,92.400002,92.400002,0
2023-12-11,92.114998,92.150002,90.303001,92.120003,92.120003,0
2023-12-12,90.925003,90.925003,89.608498,90.925003,90.925003,0
2023-12-13,90.264999,90.264999,89.584999,90.264999,90.264999,0
2023-12-14,89.315002,90.481003,88.385002,89.315002,89.315002,0
2023-12-15,89.489998,90.792999,88.977501,89.489998,89.489998,0
2023-12-18,90.614998,90.823997,89.891998,90.614998,90.614998,0
2023-12-19,90.489998,90.668999,89.774002,90.489998,90.489998,0
2023-12-20,90.440002,91.214996,89.574997,90.440002,90.440002,0
2023-12-21,90.055000,92.597504,90.055000,90.055000,90.055000,0
2023-12-22,92.860001,92.860001,91.287498,92.860001,92.860001,0
2023-12-25,92.089996,92.092499,91.154999,92.089996,92.089996,0
2023-12-26,91.957497,91.957497,91.392502,91.957497,91.957497,0
2023-12-27,91.595001,92.103996,90.982498,91.595001,91.595001,0
2023-12-28,91.610001,91.610001,88.892502,91.610001,91.610001,0
2023-12-29,88.440002,90.914001,88.440002,88.440002,88.440002,0
2024-01-01,89.214996,89.214996,89.214996,89.214996,89.214996,0
2024-01-02,89.214996,91.195000,89.214996,89.214996,89.214996,0
2024-01-03,90.394997,91.964996,90.394997,90.394997,90.394997,0
2024-01-04,91.964996,92.334999,91.044998,91.964996,91.964996,0
2024-01-05,91.315002,91.665001,90.644997,91.315002,91.315002,0
2024-01-08,90.919998,90.919998,90.919998,90.894997,90.894997,0
2024-01-09,90.919998,90.919998,90.889999,90.894997,90.894997,0
2024-01-10,90.919998,90.919998,90.889999,90.894997,90.894997,0
2024-01-11,89.889999,89.889999,89.889999,90.889999,90.889999,0
2024-01-12,88.489998,88.489998,88.489998,89.889999,89.889999,0
2024-01-15,88.489998,88.489998,87.949997,89.889999,89.889999,0
2024-01-16,88.489998,88.489998,87.949997,89.889999,89.889999,0
2024-01-17,87.949997,87.949997,87.949997,87.949997,87.949997,0
2024-01-18,88.620003,88.620003,88.620003,88.620003,88.620003,0
2024-01-19,89.419998,89.419998,89.419998,88.620003,88.620003,0
2024-01-22,88.169998,88.169998,88.169998,89.419998,89.419998,0
2024-01-23,87.989998,87.989998,87.989998,87.989998,87.989998,0
